Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier,Method_Signature,Earliest_bound,Latest_bound,CodeAnnotation,LOC,FWBelongLevel,NeedsLocalConstructor
utils.ExceptionUtils.Supplier_WithExceptions<T>,2,Class,utils.ExceptionUtils,Supplier_WithExceptions<T>,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.ExceptionUtils.Supplier_WithExceptions<T>; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils.Supplier_WithExceptions<T>; BttF says a static method of a framework class references it utils.ExceptionUtils.Supplier_WithExceptions<T> THEN it also has to belong to FRAMEWORK   ,,public static ,,FRAMEWORK,PLUGIN,null,0,1,false
utils.ExceptionUtils.uncheck(Runnable_WithExceptions t),4,Method,utils,ExceptionUtils,uncheck(Runnable_WithExceptions t),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,uncheck(Runnable_WithExceptions),FRAMEWORK,PLUGIN,null,11,1,false
utils.ExceptionUtils.uncheck(Supplier_WithExceptions<R> supplier),4,Method,utils,ExceptionUtils,uncheck(Supplier_WithExceptions<R> supplier),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,uncheck(Supplier_WithExceptions<R>),FRAMEWORK,PLUGIN,null,11,1,false
utils.ExceptionUtils.Supplier_WithExceptions<R>,2,Class,utils.ExceptionUtils,Supplier_WithExceptions<R>,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.ExceptionUtils.Supplier_WithExceptions<R>; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.ExceptionUtils.Supplier_WithExceptions<R>; BttF says a static method of a framework class references it utils.ExceptionUtils.Supplier_WithExceptions<R> THEN it also has to belong to FRAMEWORK   ,,public static ,,FRAMEWORK,PLUGIN,null,0,1,false
utils.ExceptionUtils.uncheck(Function_WithExceptions<T; R> function; T t),4,Method,utils,ExceptionUtils,uncheck(Function_WithExceptions<T; R> function; T t),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,uncheck(Function_WithExceptions<T;R>; T),FRAMEWORK,PLUGIN,null,10,1,false
utils.ExceptionUtils.throwAsUnchecked(Exception exception),4,Method,utils,ExceptionUtils,throwAsUnchecked(Exception exception),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private static ,throwAsUnchecked(Exception),FRAMEWORK,PLUGIN,@SuppressWarnings("unchecked"),3,1,false
utils.Options.mUniqueInstance,3,Field,utils,Options,mUniqueInstance,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private static ,,FRAMEWORK,PLUGIN,null,2,1,false
utils.Options.InputSource,2,Class,utils.Options,InputSource,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public final static ,,FRAMEWORK,PLUGIN,null,11,1,false
utils.Options.InputSource.DEFAULT,3,Field,utils.Options,InputSource,DEFAULT,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Options.InputSource.DEFAULT; BttF says it's a member of an Enum utils.Options.InputSource THEN it also has to belong to FRAMEWORK   ,,public final static ,,FRAMEWORK,PLUGIN,null,1,1,false
utils.Options.InputSource.DEFAULT_LOCAL,3,Field,utils.Options,InputSource,DEFAULT_LOCAL,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Options.InputSource.DEFAULT_LOCAL; BttF says it's a member of an Enum utils.Options.InputSource THEN it also has to belong to FRAMEWORK   ,,public final static ,,FRAMEWORK,PLUGIN,null,1,1,false
utils.Options.InputSource.USER,3,Field,utils.Options,InputSource,USER,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Options.InputSource.USER; BttF says it's a member of an Enum utils.Options.InputSource THEN it also has to belong to FRAMEWORK   ,,public final static ,,FRAMEWORK,PLUGIN,null,1,1,false
utils.Options.InputSource.FILE,3,Field,utils.Options,InputSource,FILE,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Options.InputSource.FILE; BttF says it's a member of an Enum utils.Options.InputSource THEN it also has to belong to FRAMEWORK   ,,public final static ,,FRAMEWORK,PLUGIN,null,1,1,false
utils.Options.InputSource.NETWORK,3,Field,utils.Options,InputSource,NETWORK,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Options.InputSource.NETWORK; BttF says it's a member of an Enum utils.Options.InputSource THEN it also has to belong to FRAMEWORK   ,,public final static ,,FRAMEWORK,PLUGIN,null,1,1,false
utils.Options.InputSource.ERROR,3,Field,utils.Options,InputSource,ERROR,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.Options.InputSource.ERROR; BttF says it's a member of an Enum utils.Options.InputSource THEN it also has to belong to FRAMEWORK   ,,public final static ,,FRAMEWORK,PLUGIN,null,1,1,false
utils.Options.mInputSource,3,Field,utils,Options,mInputSource,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,,,FRAMEWORK,PLUGIN,null,4,1,false
utils.Options.mDefaultUrls,3,Field,utils,Options,mDefaultUrls,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final ,,FRAMEWORK,PLUGIN,null,11,1,false
utils.Options.mPathname,3,Field,utils,Options,mPathname,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,4,1,false
utils.Options.mDiagnosticsEnabled,3,Field,utils,Options,mDiagnosticsEnabled,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,5,1,false
utils.Options.getURLFilePathname(),4,Method,utils,Options,getURLFilePathname(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getURLFilePathname(),FRAMEWORK,PLUGIN,null,6,1,false
utils.Options.getInputSource(String inputSource),4,Method,utils,Options,getInputSource(String inputSource),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,getInputSource(String),FRAMEWORK,PLUGIN,null,17,1,false
utils.Options.getUrlLists(InputSource source),4,Method,utils,Options,getUrlLists(InputSource source),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getUrlLists(InputSource),FRAMEWORK,PLUGIN,null,47,1,false
utils.Options.getDefaultUrlList(boolean local),4,Method,utils,Options,getDefaultUrlList(boolean local),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,getDefaultUrlList(boolean),FRAMEWORK,PLUGIN,null,10,1,false
utils.Options.getDefaultResourceUrlList(),4,Method,utils,Options,getDefaultResourceUrlList(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,getDefaultResourceUrlList(),FRAMEWORK,PLUGIN,null,36,1,false
utils.Options.getDefaultUrlList(),4,Method,utils,Options,getDefaultUrlList(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,getDefaultUrlList(),FRAMEWORK,PLUGIN,null,28,1,false
utils.Options.convertStringToUrls(String stringOfUrls),4,Method,utils,Options,convertStringToUrls(String stringOfUrls),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,convertStringToUrls(String),FRAMEWORK,PLUGIN,null,33,1,false
utils.ExceptionUtils.Function_WithExceptions<java.lang.String;java.net.URL>,2,Class,utils.ExceptionUtils,Function_WithExceptions<java.lang.String;java.net.URL>,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public static ,,FRAMEWORK,PLUGIN,null,0,1,false
utils.Options.diagnosticsEnabled(),4,Method,utils,Options,diagnosticsEnabled(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,diagnosticsEnabled(),FRAMEWORK,PLUGIN,null,6,1,false
utils.Options.printUsage(),4,Method,utils,Options,printUsage(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,printUsage(),FRAMEWORK,PLUGIN,null,8,1,false
utils.Options.Options(),5,Constructor,utils,Options,Options(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,Options(),FRAMEWORK,PLUGIN,null,5,1,false
utils.NetUtils.RESOURCE_BASE,3,Field,utils,NetUtils,RESOURCE_BASE,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,utils.NetUtils.RESOURCE_BASE; BttF says a static method of a framework class references it; this method cannot be hook;  THEN it also has to belong to FRAMEWORK   utils.NetUtils.RESOURCE_BASE; BttF says a static method of a framework class references it utils.NetUtils.RESOURCE_BASE THEN it also has to belong to FRAMEWORK   ,,final static ,,FRAMEWORK,PLUGIN,null,1,1,false
utils.NetUtils.TAG,3,Field,utils,NetUtils,TAG,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final static ,,FRAMEWORK,PLUGIN,null,4,1,false
utils.NetUtils.NetUtils(),5,Constructor,utils,NetUtils,NetUtils(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,NetUtils(),FRAMEWORK,PLUGIN,null,5,1,false
utils.NetUtils.getInputStream(URL url),4,Method,utils,NetUtils,getInputStream(URL url),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private static ,getInputStream(URL),FRAMEWORK,PLUGIN,null,14,1,false
utils.NetUtils.isResourceUrl(String url),4,Method,utils,NetUtils,isResourceUrl(String url),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private static ,isResourceUrl(String),FRAMEWORK,PLUGIN,null,7,1,false
